content,label
您好！我是一名邢台市公安局的民警。我们接到了一起洗钱案的相关线索涉及到您可能涉嫌其中...请务必配合我们的调查工作并保持冷静和耐心地听取接下来的说明和建议方案哦~您的安全是我们最关心的首要任务之一呢～如果您有任何疑问或需要进一步的协助请您随时联系警方哈~~请不要担心或者恐慌哟~。,冒充公检法及政府机关类
"您好！您接到了一个来自853的号码对吧？这是北京市公安局警察局的电话。我们发现你可能涉及洗钱活动需要接受调查。请务必配合我们的工作并按照指示操作以确保你的安全和合法性。我们需要你下载两个二类钱包并且提供一些信息以便进行验证和处理这个案件...请不要担心这些步骤不会对您造成任何损失或者风险，我们会确保一切的安全性和保密性的.。请您放心地确认这一请求吗?如果有疑问或有其他问题欢迎随时联系我为您进一步解答哦~谢谢!""",冒充公检法及政府机关类
你好！我是南京市公安局刑侦大队的。我接到了一起虐待儿童案件的相关信息，有人使用您的身份证为一起这样的案子办理住院相关手续了。我们正在调查这个事情并需要您配合我们的工作进行一些核实和确认情况的工作流程如下:鉴于目前疫情形势复杂，考虑到身体状况可能影响后续处理结果的情况出现，如果您确实存在困难前往现场接受询问的话，但是这并不代表您可以逃避责任或者不积极参与到这件事情的处理过程中来哦。。我们需要你提供更多的个人信息以便进一步了解你的身份背景以及近期行动轨迹等重要线索。由于涉及法律程序及保密原则问题不便直接告知具体地点时间等信息请您放心我们会严格遵守这些规定并且保护好个人隐私的情况下，开展相关工作同时为了确保整个过程的顺利进行请你务必保持电话畅通，随时准备回答任何有关该起事件的问题或疑问，如果因为特殊原因无法亲自前来请及时联系警方并提供相应的证明材料如无正当理由拒绝协助公安机关依法执行职务将承担相应后果。,冒充公检法及政府机关类
您好，这里是北京市公安局。您名下的一张卡涉嫌一起刑事案件需要处理。请务必配合我们进行下一步操作以避免更多损失。请不要担心，我们会确保一切安全无误地解决这个问题。“全时云会议”APP可以帮助我们在线沟通并解决问题。为了方便起见您可以先下载安装它并在我们的指导下如何使用。请您就近选择一个安静的地方以便参加线上视频确认会面和后续的操作——我们需要核实相关信息以确保资金的安全无虞。如有其他不清楚的问题欢迎再次致电咨询，我们将竭诚为您服务。,冒充公检法及政府机关类
您好！我是南京市公安局的王警官。我接到一个涉及金融洗钱案的通知需要处理一些事情，现在有一些情况要向你说明一下。你可能被牵涉其中了哦……请务必配合我们的调查工作并听从安排进行处理哈~你现在在手机上下载“瞩目”这个软件注册登陆加入会议吧。电话里说不清楚啦，等你挂断后我会通过视频的方式与你联系并提供网址给你查看具体情况的哦~~如果有什么损失或者转账问题的话也别担心我们会帮你解决的放心吧！！相信我们警方不会随便骗人的对吧！,冒充公检法及政府机关类
"您好！这里是黑龙江省鸡西市公安局。我是一名民警，我们发现您涉嫌洗钱犯罪行为。请务必配合我们的调查工作并下载“瞩目”APP加入一个名为""""办公2会议""""。我们将出示证件和通缉令以证明身份的合法性请您放心不会对您造成任何损失或风险。如果您同意的话我们会通过QQ添加好友并与你联系进一步核实情况。如果需要共享屏幕或者设置短信通知功能以便查看流水等情况发生后及时处理相关事宜，也请不要犹豫立即操作即可避免更多麻烦的发生。如有疑问可以随时与我们取得电话沟通以确保自身权益不受侵害.""",冒充公检法及政府机关类
您好！我是一名警察。我们接到报案称赖新秀涉嫌洗黑钱案件需要配合调查工作。请您务必保持冷静并听从我们的指示以确保安全无虞。现在请告诉我你的姓名和联系方式以便核实身份信息并与您取得联系进行后续的协助安排事宜等事项。如果您愿意的话，您可以来到韶关市公安局武江分局或北京公安部门与警方人员面对面沟通交流以确认情况的真实性及处理相关事务的具体细节等等问题。。,冒充公检法及政府机关类
"您好！我是唐山市局的警察。我接到报告称您名下的交通卡涉嫌洗钱犯罪活动。我们需要核实您的账户是否涉及此项罪行以确保公众的安全和保护措施的执行。请您提供一下该卡的详细信息以及最近的交易密码以便我们进行调查工作。”“我们会尽快完成这一过程并向相关部门汇报结果以采取必要的行动来确保你的安全与财产权益不受侵害。""""如果您有疑问或者需要更多的帮助，我们可以随时通过电话或其他方式为您提供支持.",冒充公检法及政府机关类
您好。我是某疫区的扫码工作人员，我们正在对一些人的信息进行核查。您在我们的扫描记录中显示为机主本人以外的身份进行了该项操作。为了核实情况并保护所有相关人员的隐私和安全，我建议您与湖南公安机关取得联系以确认我的真实性和合法性。在与他们沟通后，我们将向您提供一个网站链接，这个网站的详细信息和数据可能对您非常重要并且牵涉到其他犯罪案件的人员范围较广广泛，请您务必不要泄露任何相关信息给无关人员或机构！请按照他们的要求准备好身份证和其他必要的文件资料并与我在线视频通话以便进一步处理此事...,冒充公检法及政府机关类
你好，我是朝阳市公安局的民警。我接到通知说你的妻子的一张银行卡涉嫌洗钱事件。我们需要你协助调查并提供一些信息。请放心这只是例行公事，我们不会对你造成任何伤害或者损失，但你需要配合我们的工作并尽快提供相关资料和证明材料等。具体来说就是需要你将这张卡内的资金转移到另一个账户上以进行进一步的核实和处理等工作...；同时我们会给你提供一个武汉市公安机关警察的照片作为身份验证的工具；如果你收到这个照片后确认无误的话就可以继续下一步的工作了；最后我们将把手机收到的验证码告诉你以便完成转账过程…之后如果一切顺利的话就结束了此次交易活动。请你务必保持冷静、理智地处理此事以确保自身财产的安全性！谢谢合作！。,冒充公检法及政府机关类
你好！这里是公安局。我接到了一个关于一起案件的信息涉及到你的情况需要配合调查一下你最近有没有做过什么违法犯罪的事情？我们需要和你核实一些信息以便我们进行下一步的行动现在请添加我们的QQ号，我们会给你发一张拘捕令让你确认身份和授权我们可以通过语音通话的方式与你沟通以确保信息的准确性以及安全性请你不要挂断这个来电，我们将尽快完成所有的流程并结束这次对话。,冒充公检法及政府机关类
您好！我是天津市的公安机关工作人员。您接到的电话是关于一张涉嫌洗钱的银行卡和微信账户的情况调查需要您的配合协助工作。我先向您说明一下情况经过。我们还需要进一步了解一些细节问题请您如实回答以便我们的后续处理，我们会保护好你的个人隐私不会泄露出去也不会给您带来任何不良影响或后果造成困扰的情况下请放心并积极与我们合作共同维护社会治安秩序吧…谢谢您的支持理解并与警方携手打击犯罪活动保障人民群众生命财产安全的工作中来……,冒充公检法及政府机关类
"您好！这里是咸阳市疾控中心。我们注意到您近期可能与新冠密接人员有过接触，我们需要您配合进行隔离调查工作。请您不要惊慌失措或随意相信他人所说的话，我们的电话联系是出于警方的安全考虑和保护措施的必要手段。请确认一下您的姓名是否为鲁小娟？如果您确实是本人并且未曾去过市内任何公共场所或者与确诊病例有直接关联的人员交流过的情况下...那么我必须向您说明的是这种行为可能会涉及到一些法律问题以及可能面临的刑事责任等等情况。所以为了避免不必要的麻烦和经济损失等后果的发生，建议您积极协助警方的工作并尽快与我们取得进一步的沟通以便于进一步核实相关情况和细节信息.如有需要可以添加微信号XXXXXXXX来进行语音及视频聊天以方便沟通和了解具体情况进展如何了?""",冒充公检法及政府机关类
您好。我是公安局的。我们发现你的名下有一张信用卡涉及一起诈骗案件。我们需要你配合我们的调查工作。请你在微信上添加我的好友，通过视频通话来与我交流。我会给你提供具体的操作步骤和注意事项。同时我们会保护好所有的信息不会泄露给任何人包括银行内部人员以外的人士知道任何情况。如,冒充公检法及政府机关类
好的，这里是防控中心的电话。我们发现有人冒用了您的身份信息前往某地并涉嫌办理了一张信用诈骗金额高达200万的卡...我必须提醒您立即采取行动以确保自己的安全和权益得到保护。我们需要对您的情况进行核实和处理此事的具体步骤如下：首先我们会为您解冻这张卡片以防止进一步的损失；然后我们将为您提供一些必要的证明材料以便确认相关信息是否属实以及是否存在任何潜在的风险或问题等事项；最后在确保一切无误的情况下将协助处理相关事宜并与相关部门协调解决此案的后续工作流程等等细节内容。,冒充公检法及政府机关类
你好！这里是赣州市公安局刑侦队。我了解到你可能涉及非法洗钱的情况需要接受资金审查。请放心我们是为了保护你的财产安全而进行这项工作的。我们需要你下载并安装一个名为“安全防护”的APP来进行操作和配合我们的调查工作。我们会通过QQ视频向你演示如何在该平台上完成相关指令的操作并提供指导以确保你不会受到任何损失或风险。在确认所有信息无误后我们将要求你将该应用程序卸载以结束此次过程并向警方报告此事件并进行止付处理以便后续跟进和处理情况的相关记录保存等事宜...,冒充公检法及政府机关类
您好！我这里是保定市公安局民警。您接听的电话涉及到一起非法洗黑钱的案子，我们有理由怀疑您的涉嫌程度很高需要立刻备案处理。很抱歉现在无法前往现场配合调查，我们可以为您转接到一个专门用于案件处理的部门进行直接通话的录音备案手续办理工作。请您放心地按照我的指示操作即可。请问您现在的联系方式是什么？我们将会帮您将手机设置为勿扰模式并输入一串数字设置呼叫转移来确保这次沟通的安全性。请在确认无误后告诉我您的信息以便于接下来的流程安排。”,冒充公检法及政府机关类
您好！这里是警察局。我们发现有一名叫的人盗用了您的身份信息进行犯罪活动并被捕了。我们需要您协助调查这个案件。首先请确认一下自己的个人信息是否安全无误地提供给了他人或机构使用过？如果没有问题的话请您配合我们的工作前往公安局接受询问和相关证据的收集处理事宜；如果有任何疑问或者需要进一步了解情况可以随时联系我电话号码是XXX-XXXXXX。下载瞩目软件与事主视频通话时登陆一个网址后能看到一些涉及到您个人信息的记录以及相关的转账操作等细节也十分重要并且务必谨慎对待不要轻易相信对方提供的QQ账号等信息以免造成不必要的损失及法律风险。如果您有疑虑或有其他要求欢迎及时与我沟通我们将竭诚为您服务处理好此事以保障你的合法权益不受侵犯。,冒充公检法及政府机关类
您好！我是牡丹江市公安局刑侦科的民警。我们发现您可能涉嫌一起诈骗案件需要处理一下相关事宜请您配合我们的工作。据我们所知您的账户涉及到一些不法分子的欺诈行为我们需要冻结它以防止进一步的损失并保护你的个人信息和财产安全请放心我们会尽快解决此事以确保你的一切权益得到保障。现在我需要你在手机上下载一个名为“zoom”的app以便进行视频通话确认身份信息及涉案情况等细节问题，请你按照我的指示操作不要有任何疑虑或犹豫以免造成不必要的麻烦，后续我们将及时跟进并提供解决方案确保你不会受到更多的困扰。,冒充公检法及政府机关类
"你好！我是南宁公安局的。我接到报案称你的身份证涉嫌违法犯罪活动的情况，我们需要进一步核实情况以便处理此事。请你添加我的微信进行沟通，，这是我们的联系方式更方便我们交流和确认信息。请放心，这只是为了更好地调查和处理事情的正常流程步骤之一。”""",冒充公检法及政府机关类
您好，这里是广东省深圳市公安局。我们接到了一起涉及您的案件需要协助调查的情况...在我们进一步展开之前我需要确认一些信息以确保这是真实的并且是合法的流程…首先我们需要核实身份情况，请问你的身份证号是多少？是否可以提供给我们进行核对？。目前我们有理由怀疑有人冒用了您的名义进行了某些活动或涉及到了一些违法行为…….现在请您务必保持冷静和耐心配合我们的工作。接下来我们会通过微信与您联系以便更详细地了解相关情况和证据收集等后续事宜。,冒充公检法及政府机关类
你好！这里是南京市公安局。我接到一个电话通知说需要和你联系一下关于一些事情的情况核实工作。请问你是XXX先生吗？请告诉我你的手机号码是多少呢?我是XX警官，我们有一些重要的事情要跟你谈一谈.请你在接听后不要挂断通话哦!我将详细地告诉你我们需要你协助的内容和相关情况说明等细节问题.。我们正在处理一起涉及个人信息安全的问题案件中...请你添加我的QQ号XXXX。,冒充公检法及政府机关类
您好！我是无锡综合治理办公室的工作人员。我接到通知说您有一笔欠款未还清。我们已经联系了律师并得到了东莞警方的确认回执。如果您对此有疑问或需要进一步的了解和帮助的话请与我沟通一下。,冒充公检法及政府机关类
您好！我是武汉市公安局的警官。我接到报告说您参与了一个犯罪集团的活动并提供了银行卡信息给他们使用。我们需要您的配合进行调查处理此事。请您立即到我们这里来接受询问和核实情况。同时上海市警方也向我们发出了协查要求需要我们的协助解决这个问题。如果您不方便前往武汉的话我们可以安排在上海警察局与你们通话以便更详细地了解事情经过和处理方式等细节问题。,冒充公检法及政府机关类
您是XXX先生吗？我是北京某派出所的警察。我有一项重要信息需要向您核实关于一起案件的情况。据我们了解，你可能涉及到了这起案子中……为了配合我们的调查工作顺利进行，我们需要下载一个软件进行远程控制和交流。请问您是否有意愿协助这个过程呢?我们可以解释该软件的安装和使用方法以及它的安全性保障措施等细节问题给您听哦！请您放心使用即可无需担心安全风险的问题发生在我们已经为您提供了全面保护的情况下啦~请务必按照我的指示操作并保持手机畅通以便随时联系到您确认身份信息和相关事宜进展等等哈。,冒充公检法及政府机关类
您好，我是XX公安局的工作人员。我们注意到您可能与涉嫌洗钱的案件有关联，我们需要与您进行一些对话以澄清情况。请不要挂断电话或关闭视频连接，因为这将使我们的交流更加顺畅和有效。在接下来的通话中我会告知如何识别钓鱼网站并下载一个名为安全防护的APP来保护您的个人信息安全；同时也会提供一个号码为XXX-XXXXX让您查询自己的涉案记录等信息的相关事项请您放心配合调查工作不收取任何费用也不会影响征信等情况的发生如果有其他疑问请稍后再联系我感谢您的耐心等待。,冒充公检法及政府机关类
你好！我是葫芦岛市公安局的。我们发现你的身份信息可能涉及洗钱活动，需要你配合我们的调查以证明清白。请通过微信添加我的方式进行沟通。我们会向你提供一个公安网网站上的查询工具让你自行验证自己的资金流向等信息。如果你确认没有参与任何非法行为并愿意协助澄清洗钱的真相的话...那就请你将账户内的余额转到指定的安全帐户上吧。然后你可以告诉我具体的金额和时间以便我记录下来作为证据使用。在接下来的20分钟内我会和你保持联系以确保一切顺利完成转账过程。”,冒充公检法及政府机关类
您好！我是嘉定派出所的警察。我们接到报案称您涉嫌诈骗了20万元人民币并且已经被通缉追捕你了哦。是这样的啊……请问您是否还记得当时的情况？为了证明您的清白，我们需要下载一款APP加入会议室进行调查取证工作。请您按照我们的引导操作将所有银行卡里的钱转到同一张卡里去然后再安装“安全防护”软件以确保资金的安全性，同时我们会继续保持通话状态直到确认没有其他问题为止…。,冒充公检法及政府机关类
"您好！这里是哈尔滨公安局。我们发现您涉嫌一起犯罪活动需要您的配合调查。请务必保持冷静并按照我们的指示操作以确保安全无虞。我们已经获取了与你的交易记录等相关信息，这表明你可能涉及到了非法转账等违法行为中。我们需要你下载“属目”聊天APP和名为""""安全防护手机应用""""。这些软件将帮助我们在不惊动对方的情况下进行交流和处理相关事宜。这个过程是安全的并且不会泄露任何个人信息给第三方机构或个人。接下来我们会引导你在一个网址上输入一些必要的信息以确认身份并提供必要的证明材料来协助我们对案件进行处理……""",冒充公检法及政府机关类
“您好，我是警察。我们发现您涉嫌参与网络洗黑钱犯罪活动。”“我们需要确认您的账户情况以证明你的清白。,冒充公检法及政府机关类
您好！我是湖南省永州市公安局的工作人员。我们发现您名下开通的一直卡涉嫌冼黑钱的情况存在。请您不要担心或紧张，我们会尽快处理这个问题并保护你的权益和安全。首先我们需要你提供一些信息以便核实情况，。,冒充公检法及政府机关类
您好！我是山东省公安局的民警。我接到报案称您可能涉及犯罪活动需要协助调查。我需要向您提供一些信息以帮助冻结您的银行卡账户并保护其他相关人员的安全和利益。请将卡号告诉我并与我一同完成视频通话验证流程以便进一步核实情况。我将提供一个链接到瞩目软件上与您可以进行实时通讯以确保信息的准确性和安全性，请您按照我的指示操作。,冒充公检法及政府机关类
您好！我是公安局的工作人员。我们接到了一些关于您的案件的信息需要核实一下具体情况。为了确保安全和保密性，我们需要通过电话与您进行沟通交流一些细节问题请您配合我们的工作流程并按照指示操作即可获得帮助和支持以下是具体步骤:第一步，请下载一个叫做“ZOOM”的视频软件，然后打开它并在手机浏览器中输入提供的会议号加入视频通话第二步、在接收到链接后点击分享到屏幕共享功能以便我们能更直观地了解情况。,冒充公检法及政府机关类
“您好！我是市公安局的工作人员。我们正在办理一起涉及李燕集团非法洗钱的案件，涉及到一些身份信息泄露的问题。”“我想了解一下您是否将您的个人信息泄漏给了他人？”据我们的调查显示，您名下有一张民生卡涉嫌涉案。那么请您下载一款名为会汇的视频会议软件。,冒充公检法及政府机关类
你好！我是安阳市防疫中心的。我们发现你在南京人民医院有过电话扫描记录，但你表示没有去过那里。为了核实情况并保护你的安全和健康，我们需要将您的情况转接给南京市公安局的工作人员进行处理。请放心地告诉我您的联系方式，我会立即为您安排与他们通话的时间和建议的行动方案进行沟通交流。同时我也需要确认一些个人信息以便于后续处理工作顺利进行哦~如果您同意我们的建议并且按照指示操作通过转账等行为来配合调查和处理案件的过程当中可能会涉及到您的一些经济损失问题请您务必谨慎对待不要轻易相信他人提供的QQ账号等信息确保资金的安全性以免造成不必要的损失麻烦等等发生哈~。,冒充公检法及政府机关类
"您好！我是市公安局的工作人员。您最近是否接到过关于涉嫌洗钱的调查电话或短信？现在我正式通知你，我们发现你可能涉及到了这个案件中.我们需要和你进一步核实一些情况以确保你的安全和合法性.。请下载并安装“瞩目”会议APP来参与我们的视频通话交流会吧。我们会通过该软件与你进行屏幕共享、实时沟通等操作以确认你是否涉案以及如何处理相关事宜...等等问题。在接下来的过程中我将详细解释这些步骤并提供必要的帮助和支持以便你能更好地配合工作流程的顺利进行。。""",冒充公检法及政府机关类
您好！我是云南公安警察。我们发现您的身份证可能已经被泄露了卡上存在不明来历的钱款问题需要您配合调查否则可能会面临法律责任哦~我们已经通过微信添加了你现在请你下载一个叫做“窝窝”的APP然后打开视频通话功能以便我们可以进行更详细的沟通，请您放心我们是正规执法机构，不会对您的人身安全有威胁。请不要担心害怕也不要试图关闭或者挂断电话。,冒充公检法及政府机关类
您好！我是公安局的警察。我们发现您名下的一张招商银行卡涉嫌一宗洗钱案。我们需要核实一些情况以便进行调查处理此事。如果您不方便前往公安机关备案或询问具体情况的话可以通过电话与我沟通交流来协助解决这个问题。请请您提供相关信息以供我进一步核查和确认你的账户安全状况以及是否存在风险因素等情况发生，并确保与警方合作配合好我们的工作流程安排以确保自身权益不受侵犯并且尽快恢复正常的金融秩序和社会稳定安宁.。,冒充公检法及政府机关类
您好！这里是公安机关。我们发现您涉嫌洗钱的犯罪嫌疑，需要办案查证才能确定您的身份和情况是否属实。请您配合我们的工作并如实回答问题以证明自己的清白。我们会尽快完成调查并将钱返还给您。如果您有任何疑问或证据表明自己没有参与此类活动的话请及时与我们联系并提供相关材料以便核实处理结果。在接下来的电话中我们将详细了解案件的经过和处理方式等事宜以确保公正公平的处理程序。感谢您的理解和支持！,冒充公检法及政府机关类
您好！这里是支付宝客户服务部门。我了解到您的身份认证还是学生时使用的信息现在需要进行更新和调整...我们注意到花呗、借呗等产品在您作为学生的情况下可能存在利息偏高的问题。我需要你下载一个叫做“讯飞听见会议”的应用程序进行线上沟通和银保监会的工作人员沟通一下这个问题…然后他们会有具体的解决方案提供给你，，我这边已经为你生成了一个特定的会话编号，请记下这个号码并进入应用输入后就可以开始我们的交流了……。,冒充公检法及政府机关类
您好！我是葫芦岛市公安局的值班警察。我们接到报告称你曾经将一张或几张银行卡出售给绥中的经理并用于洗钱活动了现在你的卡涉嫌违法犯罪行为，将被冻结调查我必须提醒您的是配合我们的工作是非常重要的，为了证明您的清白请提供以下信息:你有多少张这样的卡片？这些卡的初始金额是多少?你卖了多少钱的这张或者这几张卡的钱款是否已经全部转移出去了如果有可能的话我们可以联系到接收这笔款项的人以证实这是否与违法行为有关如果您能向我们说明情况并提供证据那么我们将尽快结束这个过程并且帮助恢复到您账户的正常使用状态请您如实回答以上问题不要隐瞒任何细节因为谎报事实可能会导致更严重的后果。,冒充公检法及政府机关类
您好！我是市公安局的调查人员。您最近接到了一些关于您的银行卡涉嫌帮助他人洗钱的通知吗？我们需要继续进行深入了解和相关资产清查比对工作。请您配合我们的要求并打开网址查看通缉令信息。我们发现该卡涉及到的相关信息与某案件有关联需要进一步核实处理；同时我们也怀疑这可能涉及到一些非法活动或违法行为等其他问题。请放心我们会保护好所有个人隐私及财产安全不会造成任何损失或者麻烦等情况发生。现在我需要添加一下QQ号以便于后续沟通和交流。接下来我会下载“瞩目”APP并在其中创建一个会议房间邀请你加入并进行屏幕共享操作以协助我完成相关工作流程。在接下来的过程中请不要离开这个会议室并与外界保持联系状态以确保整个过程顺利进行无误即可结束通话了哦~如有疑问可以随时与我沟通解答您的问题哈～非常感谢你的理解和支持啦~~祝您生活愉快呀！！！！！,冒充公检法及政府机关类
您好，我是长沙市公安局的民警。我们发现了一起贩卖人口的案件，根据我们的调查，您可能与这起案件有关联。请您不要紧张，也请不要挂断电话。我们需要与您进行一些详细的交流和核实情况。在接下来的过程中可能会有一定的要求需要满足配合警方的工作。,冒充公检法及政府机关类
你好！我是红河州公安局的工作人员。我们接到了一起涉及个人信息泄露和诈骗的事件中涉及到你的信息，我们需要你配合我们的调查工作。请你现在就向我这边提供验证码以便进行身份验证。这个过程不会对你造成任何风险或者损失，我们会尽快完成并结束这一流程。”,冒充公检法及政府机关类
您好！我是运城市公安局户政科的。我接到通知说有一个关于越南非法入境案涉及到你的情况需要核实一下具体情况。请放心我们只是进行一些调查工作并不会对你造成任何损失或风险影响哦~不过为了确保信息的准确性以及避免出现其他问题我们需要把电话转接至南京市公安局刑侦支队进一步处理这个案件的细节信息。你只需要下载一个“瞩目”APP并输入会议号就可以进入我们的视频通话了。在确认身份后他们会检查卡明细的情况并且可能需要屏幕共享以便查看更详细的信息和文件资料等。同时他们还会通过QQ向你录一段人脸识别验证的视频以确保你是真正的本人操作无误不会泄露个人隐私和其他重要数据等信息呢~。如果你有疑问或者担心的话可以直接联系他们的工作人员咨询即可啦~~,冒充公检法及政府机关类
您好！我这里是疫情防控工作人员。我们发现您最近可能通过微信扫码泄露了一些个人信息。根据我们的调查分析，这可能是信息泄漏的一种情况。为了保护您的权益和安全，建议您立即向当地派出所报案并协助转接电话以便处理相关事宜。接下来我们会帮助你下载一款APP进行身份验证和个人信息的核实工作；在确认了你的个人信息安全后，我们将为你提供一份关于“通缉令”的详细说明和建议。然而在此过程中你可能需要配合一些操作以完成资产清查的工作。请放心这些步骤都是必要的流程并且不会对你的财产造成任何风险或损失.：在进行上述一系列的操作中你需要确保保持冷静、理智且谨慎对待每一个环节以确保资金的安全性以及避免被诈骗的风险发生。,冒充公检法及政府机关类
您好！我是柳州市公安局的公安人员。我接到报案称您涉及2·18洗黑钱的案件需要处理一下相关事宜。为了证明自己的清白和安全起见，请添加我的微信进行进一步的沟通和协助调查。如果您同意的话，我会将指导如何把所有资金转进自己名下的账户并下载品盛手机远程控制APP以便我们后续的操作沟通流程顺利进行。在指导下操作时可能会涉及到邮政、光大以及微信等平台的转账过程请您务必配合以确保自身财产的安全性及避免不必要的损失发生哦~如有任何疑问或担心的地方可以随时联系我们的工作人员咨询详情情况哈～,冒充公检法及政府机关类
您好！我是南通市公安局的工作人员。我有一件事情想和您沟通一下关于你的身份证的问题。我们发现你在某地使用过程中存在违法使用的记录，我们需要你到我们的办公室配合调查处理此事。一开始你可能不太相信这个消息但是请放心我会向你解释清楚整个情况并说明这是为了保护你和所有相关人员的权益而必须采取的措施...如果你同意的话我们可以直接联系上级部门进行核实和处理这个问题；同时我们也怀疑你是涉及一起洗钱案件的重要嫌疑人需要和你进一步沟通和了解更多信息以便确认事实真相…现在请你添加我的微信方便后续的联系与操作指导工作，另外我也建议你下载“瞩目”以及“安全防范”这两个APP来协助解决您的问题，至于资金方面问题目前还没有出现损失或丢失的情况吧？我们会尽快帮你处理好这件事情让你安心....,冒充公检法及政府机关类
您好！我是云南移动通信局的。我接到了关于您可能涉及违法行为的报告。请您配合我们的调查并告诉我具体情况好吗？我们会保护你的隐私和安全。在进一步处理之前我需要确认一些信息以确保这是合法的过程...请问您现在方便通话吗？。我们将会核实你所持有的资金来源是否符合法律规定…请放心这个过程是安全的并且不会对你的财产造成任何损失或风险.请问你愿意与我们合作并提供更多细节么?，那么我们可以提供证据材料给你详细了解情况..,冒充公检法及政府机关类
"您好！我是柳州市公安局的公安人员。我接到报案称您涉及2·18洗黑钱的案件，为了证明自己的清白请您配合调查工作。我们可以通过微信进行沟通交流以确认相关信息和证据收集过程，。请将所有资金转入自己名下的账户并下载品盛手机远程控制APP以便操作我们的系统来核实情况，邮政；光大、微信账号也一并提供给我们审查处理...谢谢你的理解与支持!如有任何疑问或者需要进一步协助，随时联系我们即可.我们会尽快为您解决相关事宜.。""",冒充公检法及政府机关类
您好，这里是市公安局。我接到举报称你涉及洗钱案的相关情况需要进一步调查了解，请你配合我们的工作，稍后会有一个微信名叫的人通过你的好友申请并向你说明具体情况。如果你不积极提供相关信息或协助我们进行相关取证的话可能会对你采取强制措施并进行抓捕行动以维护法律公正和秩序的执行。请不要担心或者恐慌这些事情的发生。请保持冷静、理智的态度对待这件事情并且积极主动地与我们合作以便尽快解决此事为自身争取合法权益的机会。,冒充公检法及政府机关类
"您好！我是驻马店公安局的工作人员。我们接到关于您的案件信息需要核实处理情况。您是否涉及到了某些违法行为？请积极配合我们的调查工作并告知具体情况。如果您不主动提供相关信息或拒绝合作的话我们将不得不联系当地公安机关前来协助解决此事。我们已经掌握了部分证据表明了你的犯罪行为存在可能性并且涉及到了一些严重后果和法律责任问题，请您务必重视起来并及时与我们取得沟通交流.如果不及时采取措施可能会对您造成更大的损失甚至被追究刑事责任的麻烦出现!。""",冒充公检法及政府机关类
您好！我是运城市公安局的工作人员。我注意到您在28号非法入境的事情被发现了？对此您是否知情呢?如果您否认有此事，那么我们需要暂停使用你的身份证并转接市局进一步调查处理...同时需要你下载一个软件并提供网址给我以便我们查询一些信息。,冒充公检法及政府机关类
您好！我是您的老家的公安机关的工作人员。我接到报告说您的一张卡涉嫌洗钱活动，我们需要进一步了解情况并调查此事。请您配合我们的工作安排一下时间到我们派出所来一趟好吗？我们会给您解释清楚具体情况和需要协助的事项；如果您不方便前往就近开房关好门锁不要让其他人知道电话一律不准接听以免泄露机密信息然后去外面找一个安全的房间继续和我联系我们将尽快与您取得联络并提供帮助和支持请保持冷静并与警方合作以解决这个问题谢谢您的支持理解!,冒充公检法及政府机关类
"您好！这里是警察局。我们接到关于您的账户涉嫌洗钱的报告，需要您配合调查。请告诉我你的姓名和身份证号码？“我们已经获取了相关证据表明你参与了这个活动。”“请不要担心，”“这只是一个例行的检查过程”。我们需要收集一些信息以进行更深入的审查。“具体来说，我们想让你下载一个名为“课宝云”的应用程序来提供更多数据。”““这是为了保护我们的系统安全而设置的必要步骤之一.”""""在安装并打开该软件之后”，我会进一步解释如何操作以确保数据的准确性和安全性.请您务必按照我的指示来做.""""感谢你对警方的合作和理解!我们会及时与你联系更新进展情况！”""",冒充公检法及政府机关类
您好！这里是湖北省公安局。我了解到您可能涉及到一些线上处理的问题需要解决。请放心我们的电话是安全的不会泄露您的隐私信息给其他人或犯罪分子使用。我们建议您添加我的QQ号码以进行进一步的交流和操作指导。在通过QQ联系后并按照要求进行了安全签到之后，我们将进一步与武汉的检察院检察官合作来帮助你解决问题。现在我们需要确保你的账户没有涉及洗黑钱等违法行为的情况发生，，以确保资金的安全性以及避免任何可能的法律风险问题产生。如果你有其他人的联系方式或者担心泄密的话可能会造成更严重的后果时我们可以考虑保密协议的相关事宜来解决这个问题。但是在此之前我需要了解你是否同意签署这份文件？当然这只是建议性的措施并非强制执行，最终的决定权在于你自己哦！一旦确认无误了我们就直接开始接下来的流程吧...然后我将为你推荐一位叫做XXX的朋友律师易信账号让你加入并与他视频沟通相关情况.,冒充公检法及政府机关类
您好！我是郑州市公安局的工作人员。我有一件诈骗案需要您的协助调查。我们接到了一起涉及到您银行卡的案件协查通知，要求配合我们的工作进行核实和取证处理。,冒充公检法及政府机关类
您好，我这里是香港卫生署的工作人员。很抱歉打扰您了。我是负责疫情追踪的专员，根据我们的记录显示你在最近去过了一些高风险的地区旅行对吧？。是这样的情况的话我们有必要对你进行强制隔离观察一段时间以确保你的健康安全以及防止病毒传播给其他人。感谢您的理解和配合！稍候我会将你转接到专门的申诉热线进行处理后续事宜...哦对了还有一点关于经济犯罪事件我们需要调查你可能涉及一起洗钱诈骗集团案件，所以需要先对您的账户和个人资料做进一步的审查，请你务必理解并积极协助配合工作谢谢！我这边会帮你转到上海市嘉定公安局警察部门，处理相关事项，具体对接人员将会与你联系，请您保持手机畅通，同时注意接听来自官方机构的来电以保证信息的准确性，以免造成不必要的困扰与麻烦祝您生活愉快～,冒充公检法及政府机关类
